Active,Curr,Loc,Gcis,Gcis-Sub,Comp_Id,Comp_Name,Cusip,Total_Assets,Debt_Liabilities,Debt_Longterm,Rev_Total,RD_Expense,Shares_Out,Share_End,Net_Income,Fyear
A,USD,USA,35,35201010,179834,CAREDX INC,14167L103,491.05,6.103,22.263,333.785,72.405,54.771,21.41,52.549,2024
A,USD,USA,35,35203010,179840,STANDARD BIOTOOLS INC,34385P108,612.344,6.228,26.768,174.432,62.411,377.53,1.75,-138.885,2024
A,USD,USA,35,35203010,179841,CODEXIS INC,192005106,149.011,2.827,57.068,59.345,46.263,81.85,4.77,-65.276,2024
A,USD,USA,35,35201010,180057,IOVANCE BIOTHERAPEUTICS INC,462260100,910.426,12.896,45.365,164.07,282.336,305.252,7.4,-372.177,2024
A,USD,USA,35,35201010,180683,IBIO INC,451033708,28.734,1.131,3.57,0.225,5.185,8.624,2.11,-24.907,2024
A,USD,USA,35,35201010,182309,ORUKA THERAPEUTICS INC,687604108,396.019,0.213,0.755,0,75.06,37.441,19.39,-83.724,2024
A,USD,USA,35,35201010,182902,CREATIVE MED TECH HLDG INC,22529Y408,6.669,0.014,0,0.011,2.401,1.748,2.31,-5.493,2024
A,USD,USA,35,35202010,183302,WEED INC,948508106,0.738,0.441,0,0,,125.433,0.032105,-0.511,2024
A,USD,USA,35,35202010,183322,THERAPEUTICSMD INC,88338N206,38.822,1.633,5.542,1.761,0,11.532,0.86,-2.181,2024
A,USD,USA,35,35201010,183486,GREENLAND MINES LTD,49876K103,2.457,0.241,0,0,0,27.081,0.485,-6.15,2024
A,USD,USA,35,35202010,183593,OMEROS CORP,682143102,277.079,47.616,375.661,0,119.523,58.044,9.88,-156.815,2024
A,USD,USA,35,35202010,183945,CORMEDIX INC,21900C308,118.846,0.168,0.349,43.472,3.942,64.411,8.1,-17.93,2024
A,USD,USA,35,35201010,184256,IRONWOOD PHARMACEUTICALS INC,46333X108,350.908,3.189,596.292,351.41,111.421,160.206,4.43,0.88,2024
A,USD,USA,35,35201010,185289,ASSEMBLY BIOSCIENCES INC,45396207,119.168,0.461,2.628,28.52,55.933,7.457,15.78,-40.177,2024
A,USD,USA,35,35203010,185419,PACIFIC BIOSCIENCES OF CALIF,69404D108,1260.447,12.226,662.408,154.014,174.922,294.418,1.83,-309.851,2024
A,USD,USA,35,35201010,185659,ATOSSA THERAPEUTICS INC,04962H704,76.444,0,0,0,14.117,129.17,0.9441,-25.504,2024
A,USD,USA,35,35202010,185836,PACIRA BIOSCIENCES INC,695127100,1553.516,210.663,428.19,700.966,81.577,46.241,18.84,-99.56,2024
A,USD,USA,35,35202010,185908,TALPHERA INC,00444T209,18.236,0,6.527,0,6.718,17.029,0.5241,-13.004,2024
A,USD,USA,35,35202010,186159,SUPERNUS PHARMACEUTICALS INC,868459108,1368.073,6.889,27.382,661.817,108.796,55.743,36.16,73.865,2024
A,USD,USA,35,35202010,186834,GRACE THERAPEUTICS INC,00439U104,71.993,0,0,0,9.511,13.718,2.28,-9.568,2024
A,USD,USA,35,35201010,186974,CELLECTAR BIOSCIENCES INC,15117F880,25.474,0.084,0.41,0,26.136,46.08,0.299,-44.581,2024
A,USD,USA,35,35202010,187166,CNBX PHARMACEUTICALS INC,13764M209,0.031,1.295,0,0.13,0.195,31.111,0.0062,-0.695,2024
A,USD,USA,35,35201010,187368,VISTAGEN THERAPEUTICS INC,92840H400,84.341,0.561,0.948,0.486,39.375,28.996,2.5,-51.418,2024
A,USD,USA,35,35201010,190856,TONIX PHARMACEUTICALS HLDG,890260839,162.89,3.094,5.025,10.094,39.972,425.818,0.3298,-130.036,2024
A,USD,USA,35,35201010,194255,VERASTEM INC,92337C203,101.538,0.995,41.259,10,81.334,44.784,5.17,-130.637,2024
A,USD,USA,35,35201010,196269,FORTRESS BIOTECH INC,34960Q307,144.223,3.248,72.712,57.675,56.881,27.909,2.025,-45.997,2024
A,USD,GBR,35,35201010,207257,SILENCE THERAPEUTICS PLC,82686Q101,202.635,0.117,0,43.258,67.883,47.225,6.88,-45.309,2024
A,USD,AUS,35,35201010,211559,OPTHEA LTD,68386J208,188.791,0.093,200.536,0.125,176.326,136.433,1.93,-220.242,2024
A,USD,IND,35,35202010,223098,DR REDDY'S LABORATORIES LTD,256135203,5769.52,455.276,92.034,3809.782,320.432,832.003,13.19,661.742,2024
A,USD,NLD,35,35201010,232135,PHARMING GROUP NV,7.17E+109,399.985,7.191,105.122,297.2,83.147,68.031,10.065,-11.841,2024
A,USD,DEU,35,35203010,232623,EVOTEC SE,3.01E+109,1980.037,48.325,406.611,879.671,52.653,355.107,4.16,-203.002,2024
A,USD,ISR,35,35201010,241335,XTL BIOPHARMACEUTICALS,98386D406,8.55,0.138,0,0.451,0.098,8.814,2.0258,-1.027,2024
A,USD,USA,35,35201010,237269,XENETIC BIOSCIENCES INC,984015602,6.901,0,0,2.5,3.288,1.542,3.99,-3.96,2024
A,USD,BMU,35,35201010,240066,TIZIANA LIFE SCIENCES LTD,G88912103,11.284,0.106,0,0,5.229,111.463,0.6962,-11.863,2024
A,USD,DNK,35,35201010,245207,GENMAB AS,372303206,6359.45,12.771,130.074,2988.224,1353.21,635.402,20.87,1088.898,2024
A,USD,AUS,35,35203010,246010,GENETIC TECHNOLOGIES LIMITED,37185R406,4.128,0.569,0.015,5.114,0.502,4.407,1.5,-8.018,2024
A,USD,AUS,35,35201010,247374,IMMURON LTD,45254U101,10.375,0.027,0.089,3.271,3.586,5.7,2.42,-4.628,2024
A,USD,USA,35,35201010,248780,NEUPHORIA THERAPEUTICS INC,6.41E+106,27.649,0.155,0.118,0,9.418,13.247,0.767,-15.492,2024
A,USD,AUS,35,35201010,249507,ALTERITY THERAPEUTICS LTD,02155X205,12.826,0.071,0.035,0,12.439,8.742,1.81,-12.759,2024
A,USD,USA,35,35201010,253355,AVITA MEDICAL INC,05380C102,79.711,0.9,45.085,64.251,20.36,26.354,12.8,-61.845,2024
A,USD,AUS,35,35201010,253523,IMMUTEP LTD,45257L108,134.492,0.156,0.907,2.563,20.998,145.261,2.01,-28.501,2024
A,USD,USA,35,35202010,253527,EYEPOINT INC,30233G209,418.465,1.247,21.858,43.273,132.926,68.266,7.45,-130.87,2024
A,USD,USA,35,35201010,254096,PLUS THERAPEUTICS INC,72941H806,6.633,3.336,0.031,5.824,10.58,5.896,1.15,-12.978,2024
A,USD,USA,35,35201010,254381,BENITEC BIOPHARMA INC,08205P209,52.21,0.284,0,0,15.609,10.086,6.99,-21.751,2024
A,USD,CAN,35,35202010,260838,CIPHER PHARMACEUTICALS INC,17253X105,162.512,0.283,40.295,33.363,0,25.598,9.966,11.545,2024
A,USD,USA,35,35201010,264265,ALNYLAM PHARMACEUTICALS INC,02043Q107,4239.983,154.904,2588.515,2248.243,1126.232,129.294,235.31,-278.157,2024
A,USD,USA,35,35201010,271357,SUMMIT THERAPEUTICS INC,86627T108,435.56,3.765,3.453,0,165.471,737.626,17.845,-221.315,2024
A,USD,AUS,35,35201010,271607,MESOBLAST LTD,590717401,669.153,16.488,102.435,5.902,25.353,114.124,6.81,-87.956,2024
A,USD,BEL,35,35201010,272872,GALAPAGOS NV,36315X101,4281.762,3.602,8.534,327.596,347.306,65.897,27.5,76.698,2024
A,USD,USA,35,35201010,275862,AQUABOUNTY TECHNOLOGIES INC,03842K309,34.062,1.29,2.019,0,0.203,3.866,0.6264,-149.193,2024
A,USD,ESP,35,35201010,277812,GRIFOLS S A,398438408,22161.116,701.047,9825.783,7467.07,397.597,680.409,7.44,162.461,2024
A,USD,CYM,35,35202010,278153,HUTCHMED (CHINA) LTD,44842L103,1274.196,26.297,63.523,630.201,212.109,174.32,14.41,37.729,2024
A,USD,BEL,35,35201010,278308,MDXHEALTH SA,B5950S113,157.329,1.684,58.38,90.049,10.552,49.497,2.37,-38.069,2024
A,USD,FRA,35,35201010,281420,INNATE PHARMA SA,45781K204,114.981,9.017,23.073,13.068,53.816,83.83,1.84,-51.218,2024
A,USD,FRA,35,35201010,282608,CELLECTIS SA,15117K103,383.544,24.519,79.116,41.506,90.536,100.094,1.8,-36.761,2024
A,USD,ISR,35,35201010,282715,BIOLINERX LTD,09071M304,38.906,5.001,10.039,28.94,9.149,89.111,0.214,-9.221,2024
A,USD,FRA,35,35201010,284353,GENFIT SA,372279109,156.771,58.574,5.748,69.367,48.877,49.996,3.715,1.56,2024
A,USD,GBR,35,35202010,284453,VERONA PHARMA PLC,925050106,474.242,1.807,227.002,42.279,44.574,84.626,46.44,-173.418,2024
A,USD,CHE,35,35202010,284699,ADDEX THERAPEUTICS LTD,00654J206,11.783,0.008,0.039,0.452,0.942,0.82,7,7.786,2024
A,USD,USA,35,35202010,284719,INCANNEX HEALTHCARE INC,45333F208,17.047,0.163,0.21,0.012,12.879,17.643,2.94,-18.459,2024
A,USD,NLD,35,35201010,285085,UNIQURE NV,N90064101,556.536,8.552,497.39,27.119,143.782,48.988,17.66,-239.556,2024
A,USD,FRA,35,35201010,285556,VALNEVA SE,92025Y103,517.689,24.185,199.767,175.566,76.761,81.199,4.372,-12.679,2024
A,USD,ISR,35,35201010,286396,EVOGENE LTD,M4119S187,39.864,10.96,1.914,8.511,16.648,6.515,1.87,-16.485,2024
A,USD,ISR,35,35201010,287111,KAMADA LTD,M6240T109,372.255,1.631,9.431,160.953,15.185,57.505,6.09,14.462,2024
A,USD,ISR,35,35202010,287562,INTERCURE LTD,M549GJ111,209.361,20.378,37.662,65.574,0.114,47.163,1.59,-18.613,2024
A,USD,GGY,35,35201010,289153,OKYO PHARMA LIMITED,G6724L116,3.677,0,0,0,2.254,36.021,1.27,-4.706,2024
A,USD,ISR,35,35202010,291758,PURPLE BIOTECH LTD,74638P307,37.038,0.183,0,0,7.62,2.586,4.69,-7.24,2024
A,USD,ISR,35,35201010,291881,CAN-FITE BIOPHARMA LTD,13471N409,9.12,0.053,0.051,0.674,5.757,9.944,1.625,-7.88,2024
A,USD,ISR,35,35202010,292284,SCISPARC LTD,M82618139,10.347,0.037,0.009,1.306,1.707,10.828,0.36,-6.284,2024
A,USD,ISR,35,35202010,296885,REDHILL BIOPHARMA LTD,757468301,18.043,0.353,0.003,8.043,1.588,1.29,6.21,-8.268,2024
A,USD,ISR,35,35201010,297094,SCINAI IMMUNOTHERAPEUTICS,09073Q303,13.448,0.424,1.662,0.658,5.532,0.853,3.345,4.796,2024
A,USD,FRA,35,35201010,312079,DBV TECHNOLOGIES S A,23306J309,65.658,0.654,6.297,4.151,89.342,20.516,3.09,-113.918,2024
A,USD,FRA,35,35201010,313966,NANOBIOTIX SA,63009J107,69.799,5.097,47.602,-12.02,41.973,47.405,2.87,-70.538,2024
A,USD,NLD,35,35201010,318005,ARGENX SE,04016X101,6202.522,6.533,32.52,2236.35,983.423,60.761,615,833.04,2024
A,USD,CHE,35,35201010,318525,MOLECULAR PARTNERS AG,60853G106,174.933,1.343,1.354,5.484,53.633,36.863,4.748,-59.635,2024
A,USD,GBR,35,35201010,318815,BIODEXA PHARMACEUTICALS PLC,59564R872,18.503,0.762,0.148,0,6.807,0.669,4.05,-7.172,2024
A,USD,GBR,35,35201010,319917,PURETECH HEALTH PLC,746237106,602.635,14.125,151.453,4.828,69.454,23.942,18.46,53.51,2024
A,USD,FRA,35,35201010,319919,ABIVAX SOCIETE ANONYME,00370M103,212.475,45.315,67.76,12.889,151.706,63.348,7.32,-182.466,2024
A,USD,USA,35,35203010,321429,MAXCYTE INC,57777K106,239.47,0.864,17.17,38.627,22.227,105.711,4.16,-41.055,2024
A,USD,GBR,35,35201010,321764,MEREO BIOPHARMA GROUP PLC,589492107,76.39,6.242,0.187,0,19.281,155.146,3.5,-43.253,2024
A,USD,USA,35,35201010,322154,ALLARITY THERAPEUT INC,16744500,22.65,1.35,0,0,15.799,7.303,1.17,-24.515,2024
A,USD,FRA,35,35201010,323476,INVENTIVA SA,46124U107,123.168,6,75.85,9.523,94.089,95.662,2.14,-190.717,2024
A,USD,AUS,35,35201010,325899,TELIX PHARMACEUTICALS LTD,87961M105,938.418,13.296,346.523,484.675,120.448,334.725,15.4,30.892,2024
A,USD,GBR,35,35103010,329141,RENALYTIX PLC,75973T200,7.972,4.204,4.331,2.289,9.29,77.184,0.231,-33.456,2024
A,USD,CAN,35,35202010,331757,VIREO GROWTH INC,92767B105,278.863,2.3,87.794,99.384,,366.05,0.56,-28.008,2024
A,USD,USA,35,35201010,331856,IMMUNIC INC,4525EP101,40.868,0.74,0.264,0,80.046,90.151,1,-100.507,2024
A,USD,USA,35,35201010,332115,ARMATA PHARMACEUTICALS INC,04216R102,86.437,43.385,83.13,5.174,34.426,36.183,1.85,-18.916,2024
A,USD,CYM,35,35201010,334288,ASCENTAGE PHARMA GROUP,04390B105,358.642,106.733,121.853,134.35,129.773,78.806,,-55.545,2024
A,USD,USA,35,35201010,347007,IMMUNITYBIO INC,45256X103,382.933,8.714,781.104,14.745,190.144,852.904,2.56,-413.564,2024
A,USD,USA,35,35201010,349972,INDAPTUS THERAPEUTICS INC,45339J204,7.339,0.084,0,0,7.251,12.014,0.8421,-15.022,2024
A,USD,CAN,35,35202010,349994,CLEARMIND MEDICINE INC,185053501,7.255,0.037,0.016,0,1.383,4.265,1.39,-5.255,2024
A,USD,AUS,35,35201010,350935,RADIOPHARM THERANOSTICS LTD,75041J101,48.062,0,0,0.199,15.404,1.535,,-30.681,2024
A,USD,ISR,35,35201010,351038,QUOIN PHARMACEUTICALS LTD,74907L409,15.709,0,0,0,3.603,8.948,0.6507,-8.962,2024
A,USD,GBR,35,35202010,353444,HALEON PLC,405552100,42958.949,1861.576,10816.416,14062.593,373.066,4526.68,9.54,1805.24,2024
A,USD,USA,45,45201020,1117,BK TECHNOLOGIES CORP,05587G203,51.499,0.571,0.714,76.592,7.841,3.572,34.29,8.359,2024
A,USD,USA,45,45301020,1161,ADVANCED MICRO DEVICES,7903107,69226,109,2212,25785,6456,1622,120.79,1641,2024
A,USD,NLD,45,45301010,1166,ASM INTERNATIONAL NV,N07045102,5344.201,12.084,24.421,3036.286,382.877,49.098,578.636,709.949,2024
A,USD,USA,45,45301020,1327,SKYWORKS SOLUTIONS INC,83088M102,8283.3,20.2,1180.2,4178,779.6,159.9,98.77,596,2024
A,USD,USA,45,45301020,1632,ANALOG DEVICES INC,32654105,48228.277,1015.504,6952.883,9427.157,1487.863,496.297,223.11,1635.273,2024
A,USD,USA,45,45202030,1690,APPLE INC,37833100,364980,22511,96548,391035,31370,15116.786,233,93736,2024
A,USD,USA,45,45301010,1704,APPLIED MATERIALS INC,38222105,34409,886,5719,27176,3233,818,181.58,7177,2024
A,USD,USA,45,45203030,1773,ARROW ELECTRONICS INC,42735100,21757.707,418.919,2972.249,27923.324,0,52.172,113.12,392.074,2024
A,USD,USA,45,45202030,1820,ASTRONOVA INC,04638F108,145.595,27.94,20.579,151.283,6.61,7.541,11.6,-14.489,2024
A,USD,USA,45,45103010,1878,AUTODESK INC,52769106,10833,358,2201,6131,1485,214,311.34,1112,2024
A,USD,USA,45,45203030,1919,AVNET INC,53807103,12209.147,546.704,2580.515,23757.129,,89.046,51.49,498.699,2024
A,USD,USA,45,45203010,1968,BADGER METER INC,56525108,816.413,0,,826.558,19.2,29.411,212.12,124.942,2024
A,USD,USA,45,45203015,2124,BEL FUSE INC,77347300,949.789,8.328,311.312,534.792,23.586,12.54,82.47,40.96,2024
A,USD,USA,45,45102010,2504,UNISYS CORP,909214306,1872.3,20,517.1,2008.4,25.2,69.6,6.33,-193.4,2024
A,USD,USA,45,45103010,2536,LIVERAMP HOLDINGS INC,53815P108,1259.371,9.351,26.939,745.58,176.668,65.415,26.14,-0.814,2024
A,USD,USA,45,45102010,2573,CSP INC,126389105,69.436,4.551,0.117,55.219,2.956,9.776,12.99,-0.326,2024
A,USD,USA,45,45203020,2577,CTS CORP,126501105,766.112,4.719,112.373,515.771,23.388,30.026,52.73,58.114,2024
A,USD,USA,45,45103020,2578,TELOS CORP/MD,87969B101,158.235,2.087,8.059,108.272,8.442,72.515,3.42,-52.52,2024
A,USD,USA,45,45301010,2581,CVD EQUIPMENT CORP,126601103,31.686,0.087,0.181,26.876,2.627,6.882,4.4,-1.898,2024
A,USD,JPN,45,45202030,2721,CANON INC,138006309,36675.573,2291.051,1929.068,28684.22,2145.665,943.992,32.839,1017.821,2024
A,USD,USA,45,45203020,2829,R F INDUSTRIES LTD,749552105,71.046,10.045,18.68,64.857,2.782,10.544,4.14,-6.599,2024
A,USD,USA,45,45301010,3158,COHU INC,192576106,999.415,15.462,16.945,401.779,84.797,46.71,26.7,-69.818,2024
A,USD,USA,45,45102010,3336,DXC TECHNOLOGY CO,23355L106,13205,1107,3440,12871,,181.203,17.05,389,2024
A,USD,USA,45,45201020,3358,COMTECH TELECOMMUN,205826209,912.434,11.919,200.744,540.403,24.077,28.733,3.24,-99.985,2024
A,USD,USA,45,45203015,3532,CORNING INC,219350105,27735,421,7670,13167,800,813,47.52,506,2024
A,USD,USA,45,45203020,3761,DATA I/O CORP,237690102,24.97,0.64,2.16,21.769,6.24,9.236,2.77,-3.093,2024
A,USD,USA,45,45202030,3946,DIEBOLD NIXDORF INC,253651202,3543.5,48,1003.6,3752.8,93.6,37.577,43.04,-16.5,2024
A,USD,USA,45,45203020,3962,NORTECH SYSTEMS INC,656553104,72.435,1.318,16.718,128.133,1.191,2.761,10.2904,-1.295,2024
A,USD,USA,45,45301020,3969,DIODES INC,254543101,2386.281,43.428,48.274,1311.12,134.051,46.333,61.67,44.024,2024
A,USD,USA,45,45202030,4194,EASTMAN KODAK CO,277461406,2001,12,487,1043,33,80.5,6.57,102,2024
A,USD,USA,45,45203010,4275,ELECTRO-SENSORS INC,285233102,14.885,0,0,9.373,1.013,3.449,5.1681,0.446,2024
A,USD,USA,45,45201020,4292,ELECTR TELE-COMMUNCTN,285861100,0.138,0.373,0,0.266,0.017,2.509,0.022,-0.008,2024
A,USD,USA,45,45103010,4384,MARA HOLDINGS INC,565788106,6801.317,0.407,2473.264,656.378,13.229,340.258,16.77,541.253,2024
A,USD,SWE,45,45201020,4439,TELEFONAKTIEBOLAGET LM ERICS,294821608,26417.163,747.137,3367.223,22396.952,4835.204,3332.672,8.06,1.807,2024
A,USD,USA,45,45203010,4900,FREQUENCY ELECTRONICS INC,358010106,93.737,2.027,6.729,69.811,6.076,9.704,18.6,23.686,2024
A,USD,JPN,45,45202030,4925,FUJIFILM HLDGS CORP,35958N107,35058.098,1647.325,3710.213,21341.26,1091.154,2409.668,9.511,1742.592,2024
A,USD,USA,45,45202030,5606,HP INC,40434L105,39909,1849,9050,53559,1640,938.989,35.52,2775,2024
A,USD,USA,45,45203015,5932,IEH CORP,44949K107,27.202,0.395,1.842,28.784,,2.388,7.57,0.999,2024
A,USD,USA,45,45301020,6008,INTEL CORP,458140100,196485,3910,46561,53101,16546,4330,20.05,-18756,2024
I,USD,USA,45,45103010,6013,CORECARD CORP,45816D100,62.338,0.931,1.816,57.399,8.914,7.787,22.7,5.448,2024
A,USD,USA,45,45102010,6066,INTL BUSINESS MACHINES CORP,459200101,137175,5856,52539,62753,7479,926.29,219.83,6023,2024
A,USD,USA,45,45103010,6100,INTERDIGITAL INC,45867G101,1835.529,459.727,31.215,868.516,196.903,25.682,193.72,358.614,2024
A,USD,USA,45,45301010,6304,KLA CORP,482480100,15433.566,786.327,6033.316,9812.247,1278.981,134.425,824.51,2761.896,2024
A,USD,USA,45,45203020,6416,KEY TRONIC CORP,493144109,355.343,10.136,126.914,566.942,8.333,10.762,4.05,-2.787,2024
A,USD,USA,45,45301010,6509,KULICKE & SOFFA INDUSTRIES,501242101,1240.162,7.718,33.245,706.232,151.214,53.854,45.13,-69.006,2024
A,USD,JPN,45,45203015,6512,KYOCERA CORP,501556203,30125.831,466.281,1820.095,13452.222,775.212,1408.748,11.204,160.916,2024
A,USD,USA,45,45301010,6565,LAM RESEARCH CORP,512807306,18744.728,569.257,4701.793,14905.386,1902.444,130.377,1064.85,3827.772,2024
A,USD,USA,45,45203015,6848,LGL GROUP INC,50186A108,43.145,0.073,0.235,2.226,,5.373,5.97,0.432,2024
A,USD,USA,45,45103010,7183,SOLUNA HOLDINGS INC,583543301,88.04,14.505,7.313,38.021,,10.607,2.1,-63.334,2024
A,USD,USA,45,45203020,7291,METHODE ELECTRONICS INC,591520200,1305.8,7.8,335.9,1048.1,41.8,35.804,6.27,-62.6,2024
A,USD,USA,45,45301020,7343,MICRON TECHNOLOGY INC,595112103,69416,502,13576,25111,3430,1109,96.24,778,2024
A,USD,USA,45,45201020,7350,MICROWAVE FILTER CO INC,595176108,1.862,0.003,0.01,2.419,0.213,2.576,0.48,-0.5,2024
A,USD,USA,45,45201020,7585,MOTOROLA SOLUTIONS INC,620076307,14595,449,6102,10817,917,167.1,462.23,1577,2024
A,USD,USA,45,45103010,7648,NCR VOYIX CORP,6.29E+112,4452,51,1349,2826,157,142.1,13.84,958,2024
A,USD,USA,45,45203010,7685,NAPCO SECURITY TECH INC,630402105,207.752,0,5.512,188.82,10.763,36.874,51.95,49.818,2024
A,USD,USA,45,45103010,8334,PAR TECHNOLOGY CORP,698884103,1380.727,2.256,374.408,349.982,67.258,38.717,72.67,-4.987,2024
A,USD,USA,45,45103010,8599,AGILYSYS INC,00847J105,434.37,5.658,41.304,275.624,62.411,28.016,72.54,23.225,2024
A,USD,USA,45,45301010,8864,AMTECH SYSTEMS INC,32332504,118.953,2.142,15.429,101.214,4.193,14.259,5.8,-8.486,2024
A,USD,USA,45,45202030,8867,QUANTUM CORP,747906600,155.402,123.942,8.934,274.058,31.141,6.962,14.38,-115.091,2024
A,USD,USA,45,45203030,9125,RICHARDSON ELECTRONICS LTD,763165107,195.835,1.171,1.105,208.909,,14.411,8.95,-1.143,2024
A,USD,JPN,45,45202030,9135,RICOH CO LTD,765658307,15740.48,1217.672,2309.701,16880.777,555.764,569.15,10.546,305.238,2024
A,USD,USA,45,45203010,9154,RISK(GEORGE) INDUSTRIES INC,767720204,63.34,0,0,22.538,,4.893,15.01,7.133,2024
A,USD,USA,45,45203015,9216,ROGERS CORP,775133101,1481.1,4.4,21.4,830.1,34.6,18.5,101.61,26.1,2024
A,USD,USA,45,45203030,9323,PARAGON TECHNOLOGIES INC,69912T108,54.931,12.112,0.381,126.47,0,1.731,9.02,1.115,2024
A,USD,USA,45,45103010,9551,DIGITAL TURBINE INC,25400W102,812.854,3.39,414.798,490.506,39.464,105.978,2.715,-92.099,2024
A,USD,USA,45,45301020,9599,SEMTECH CORP,816850101,1419.264,51.6,524.435,909.287,170.908,86.272,66.96,-161.896,2024
A,USD,USA,45,45301020,9799,SOLITRON DEVICES INC,834256208,24.436,0.152,3.765,14.049,0.03,2.083,15.9,0.815,2024
A,USD,JPN,45,45203015,10275,TDK CORPORATION,872351408,23649.038,1334.228,2728.576,14723.364,1693.409,1897.635,10.338,1116.276,2024
A,USD,USA,45,45301010,10453,TERADYNE INC,880770102,3708.714,18.699,57.922,2819.88,460.876,161.722,125.92,542.372,2024
A,USD,USA,45,45301020,10499,TEXAS INSTRUMENTS INC,882508104,35509,868,13509,15641,1959,911,187.51,4799,2024
A,USD,USA,45,45203010,10658,TRANS-LUX CORP,893247304,7.791,5.248,1.608,12.862,,13.496,0.51,-3.479,2024
A,USD,USA,45,45301010,10740,TRIO-TECH INTERNATIONAL,896712205,42.54,1.48,1.372,42.312,0.392,4.25,6.0898,1.05,2024
A,USD,USA,45,45103010,10789,TYLER TECHNOLOGIES INC,902252105,5180.015,9.643,628.725,2137.803,117.939,42.964,576.64,263.026,2024
A,USD,USA,45,45203010,11027,UNIVERSAL SAFETY PRDUCTS INC,913821302,9.816,2.114,0,23.564,0.425,2.313,1.78,0.501,2024
A,USD,USA,45,45301010,11124,VEECO INSTRUMENTS INC,922417100,1251.577,30.253,284.02,717.301,124.507,56.828,26.8,73.714,2024
A,USD,USA,45,45203015,11191,VISHAY INTERTECHNOLOGY INC,928298108,4110.696,25.901,999.237,2937.587,120.126,135.771,16.94,-31.15,2024
A,USD,USA,45,45202030,11399,WESTERN DIGITAL CORP,958102105,24188,1792,5991,13003,1907,343,75.77,-798,2024
A,USD,USA,45,45202030,11636,XEROX HOLDINGS CORP,98421M106,8365,645,2995,6221,142,124.435,8.43,-1321,2024
A,USD,USA,45,45103020,11745,QUALYS INC,74758T303,973.537,9.721,37.5,607.571,111.852,36.503,140.22,173.68,2024
A,USD,USA,45,45103020,12141,MICROSOFT CORP,594918104,512163,14871,82981,245122,29510,7434,446.95,88136,2024
A,USD,USA,45,45103020,12142,ORACLE CORP,68389X105,168361,9442,99533,57399,9860,2807,165.53,12443,2024
A,USD,USA,45,45203010,12377,RESEARCH FRONTIERS INC,760911107,4.04,0.13,1.166,1.336,0.57,33.648,1.71,-1.311,2024
A,USD,USA,45,45102010,12441,GARTNER INC,366651107,8534.671,100.312,2799.694,6267.411,,77.38,484.47,1253.715,2024
A,USD,USA,45,45201020,12482,CLEARFIELD INC,18482P103,315.275,6.277,14.999,166.705,3,14.229,38.96,-12.453,2024
A,USD,USA,45,45103010,12540,ADOBE INC,00724F101,30230,1574,4482,21505,3944,441,515.93,5560,2024
A,USD,USA,45,45103010,12568,DAILY JOURNAL CORP,233912104,403.763,0.253,28.493,69.931,,1.377,490.1,78.113,2024
A,USD,USA,45,45202030,12731,VERITEC INC,923437305,0.132,8.996,0,0.461,,39.938,0.035,-1.058,2024
A,USD,USA,45,45203020,12945,PLEXUS CORP,729132100,3153.821,172.022,122.268,3960.827,,27.122,136.71,111.815,2024
A,USD,USA,45,45203010,13176,SONO-TEK CORP,835483108,23.412,0,0,20.504,2.724,15.749,3.7,1.273,2024
A,USD,USA,45,45301010,13200,PHOTRONICS INC,719405102,1712.059,19.897,3.062,866.946,16.576,61.949,22.8,130.688,2024
A,USD,USA,45,45103010,13421,CADENCE DESIGN SYSTEMS INC,127387108,8974.482,41.554,2585.076,4641.264,1549.093,273.851,300.46,1055.484,2024
A,USD,USA,45,45203015,13582,CPS TECHNOLOGIES CORP,12619F104,18.877,0.168,0.026,21.123,,14.526,1.61,-3.135,2024
A,USD,USA,45,45103010,13824,FAIR ISAAC CORP,303250104,1717.884,29.699,2223.247,1717.526,171.94,24.392,1943.52,512.811,2024
A,USD,USA,45,45201020,14112,FRANKLIN WIRELESS CORP,355184102,46.72,0.24,1.258,30.797,3.407,11.784,3.63,-3.964,2024
A,USD,USA,45,45103010,14113,MITEK SYSTEMS INC,606710200,413.753,1.105,150.231,172.083,34.642,44.999,8.67,3.278,2024
A,USD,USA,45,45203015,14282,AMPHENOL CORP,32095101,21440.2,510.2,6770,15222.7,453,1209.3,69.45,2424,2024
A,USD,USA,45,45202030,14489,DELL TECHNOLOGIES INC,24703L202,79746,5440,19885,95567,3061,696,103.6,4592,2024
A,USD,USA,45,45203015,14561,COHERENT CORP,19247G107,14488.634,114.35,4188.803,4707.688,478.788,152.78,72.46,-156.154,2024
A,USD,USA,45,45103010,15044,WORKDAY INC,98138H101,17977,99,3263,8446,2626,266.352,262.06,526,2024
A,USD,CYM,45,45301020,15420,AMBARELLA INC,G037AX101,688.968,2.829,2.436,284.865,226.109,41.964,76.72,-117.126,2024
A,USD,USA,45,45103020,15855,GEN DIGITAL INC,668771108,15495,305,8010,3935,329,617,26.54,643,2024
A,USD,USA,45,45103010,16069,INVESTVIEW INC,46183W101,31.572,1.4,2.038,52.382,,1859.232,0.0095,1.191,2024
A,USD,USA,45,45203010,16188,COGNEX CORP,192422103,1992.85,8.854,61.363,914.515,139.815,170.434,35.86,106.171,2024
A,USD,USA,45,45301020,16401,CIRRUS LOGIC INC,172755100,2327.073,21.811,121.908,1896.077,434.684,52.291,99.655,331.507,2024
