Active,Curr,Loc,Gcis,Gcis_Sub,Comp_Id,Comp_Name,Isin,Total_Assets,Debt_Liabilities,Debt_Longterm,Rev_Total,RD_Expense,Net_Income,Shares_Out,Fyear
A,ZAR,ZAF,45,45301020,211018,LABAT AFRICA LTD,ZAE000018354,675.514,6.819,6.039,199.4,,117.867,1129.565,2024
A,INR,IND,35,35202010,211029,ASTRAZENECA PHARMA INDIA LTD,INE203A01020,15181.2,62.8,294.5,17162.9,,1157.4,25,2024
A,INR,IND,45,45301010,211045,BOROSIL RENEWABLES LTD,INE666D01022,14544.641,903.995,1613.024,14793.289,15.478,-695.676,132.467,2024
A,INR,IND,45,45102010,211124,MASTEK LTD,INE759A01021,38618.8,1875.1,3956.2,34552.3,,3759.3,30.94,2024
A,ZAR,ZAF,35,35202010,211127,ASPEN PHARMACARE HLDGS LTD,ZAE000066692,139155,11314,25141,44706,162,4404,444.211,2024
I,INR,IND,45,45102010,211156,ROLTA INDIA LTD,INE293A01013,27383.8,108459.9,,,,-260.7,169.697,2024
A,INR,IND,35,35202010,211271,J B CHEMS & PHARMACEUTICALS,INE572A01036,42737.796,215.368,63.53,39179.886,373.862,6595.818,155.677,2024
A,INR,IND,35,35202010,211293,ORCHID PHARMA LTD,INE191A01027,16879.147,429.366,1316.725,9219.259,83.667,996.568,50.719,2024
A,AUD,AUS,45,45103010,315809,ADVERITAS LTD,AU0000033946,6.986,4.406,0.136,4.157,,-11.595,788.714,2024
A,INR,IND,45,45203030,211326,SHYAM TELECOM LTD,INE635A01023,175.964,0,0,0,,-18.375,11.27,2024
A,INR,IND,45,45102010,211329,SILVERLINE TECHNOLOGIES LTD,INE368A01021,1625.627,0,339.494,337.091,,-4.27,155.927,2024
A,INR,IND,45,45201020,211351,VINDHYA TELELINKS LTD,INE707A01012,77229.937,9289.423,2392.589,40544.017,,2028.432,11.851,2024
A,EUR,FRA,45,45102010,211415,SOPRA STERIA GROUP SA,FR0000050809,5642.2,293.9,938.8,5776.8,,309.3,19.607,2024
A,EUR,BEL,45,45102010,211435,ECONOCOM GROUP BV,BE0974313455,2392.9,163.1,318.7,2744,,38.5,167.047,2024
A,EUR,FIN,35,35202010,211453,ORION CORP,FI0009014377,1629.1,30,297.2,1542.4,179.6,329.9,107.67,2024
A,EUR,FIN,45,45203010,211470,VAISALA OYJ,FI0009900682,589.4,3.1,126.4,564.6,74.9,63.7,32.658,2024
A,EUR,FRA,35,35103010,211479,CEGEDIM,FR0000053506,986.89,24.433,301.416,654.496,,-14.708,13.714,2024
A,EUR,FRA,35,35203010,211509,SARTORIUS STEDIM BIOTECH SA,FR0013154002,8256.4,64.5,2805,2780,186.3,175.1,97.3,2024
A,EUR,FRA,45,45203010,211514,GEA-GRENOBL D'ELECR & D'AUTO,FR0000053035,69.693,0.007,0,49.457,,2.882,1.098,2024
A,USD,AUS,35,35201010,211559,OPTHEA LTD,AU000000OPT2,188.791,0.093,200.536,0.125,176.326,-220.242,1091.467,2024
I,ZAR,ZAF,45,45102010,211658,METROFILE HOLDINGS LTD,ZAE000061727,1509.123,39.19,689.776,1140.546,,16.615,422.175,2024
A,CNY,CHN,45,45201020,211735,CHENGDU SIWI SCIENCE AND,CNE1000002C2,1004.718,0.451,3.535,259.597,15.158,1.15,160,2024
A,CNY,HKG,35,35202010,211736,CSPC PHARMACEUTICAL GROUP,HK1093012172,44388.991,451.195,56.135,29009.254,5281.303,4328.035,11538.302,2024
A,CNY,CHN,45,45203015,211763,SHENZHEN TEXTILE HOLDING CO,CNE000000H61,5232.15,53.896,171.885,3275.15,103.812,89.371,457.094,2024
A,TWD,TWN,45,45201020,211801,ACCTON TECHNOLOGY CORP,TW0002345006,86320.233,668.123,2125.09,110424.744,4702.401,11999.671,558.908,2024
A,TWD,TWN,45,45301020,211818,MOSEL VITELIC INC,TW0002342003,3365.202,9.556,296.577,1893.958,167.356,90.849,157.391,2024
A,TWD,TWN,45,45301020,211832,WINBOND ELECTRONICS CORP,TW0002344009,177784.148,22367.426,32931.689,81609.768,16406.503,601.001,4500,2024
A,KRW,KOR,35,35202010,211850,APROGEN BIOLOGICS INC,KR7003060001,590984.472,105820.538,48196.56,67378.141,18975.45,-104978.892,197.573,2024
A,EUR,FIN,45,45203030,211873,BOREO OYJ,FI0009900724,115.7,7.4,33.8,134,,-0.756,2.69,2024
I,THB,THA,45,45202020,211910,MAGNECOMP PRECISION TECH PCL,TH0520A10Z04,19368.287,44.821,37.983,15750.535,,,,2024
A,GBP,GBR,45,45103010,211922,RM PLC,GB00BJT0FF39,138.501,6.477,68.34,166.143,3.075,-3.867,83.256,2024
A,JPY,JPN,45,45203030,211925,SUZUDEN CORP,JP3398400006,29104,461,260,46631,,1789.973,14.0291,2024
A,PKR,PAK,35,35202010,212015,THE SEARLE CO LTD,PK0061701014,63560.769,9404.56,3839.961,29400.675,47.789,1013.048,511.494,2024
A,INR,IND,45,45102010,212018,BLACK BOX LIMITED,INE676A01027,30721.4,753.4,8667.5,59669.1,,2047.8,169.347,2024
A,PLN,POL,45,45102010,212065,SYGNITY SA,PLCMPLD00016,407.991,15.466,5.124,293.189,,60.455,22.738,2024
A,INR,IND,35,35202010,212098,SUN PHARMACEUTICAL INDS LTD,INE044A01036,921005.8,20039.3,3582.6,525784.4,31541.9,109290.4,2399.335,2024
A,HKD,BMU,35,35202010,212194,GRAND PHARMACEUTICAL GRP LTD,BMG210A71016,24991.165,3147.993,1296.884,11644.892,588.142,2468.375,3501.81,2024
A,HKD,BMU,45,45103010,212195,FOUNDER HOLDINGS LTD,BMG3654D1074,1444.484,1.11,0.54,924.854,166.035,47.856,1199.747,2024
A,JPY,JPN,45,45203015,212204,NIPPON KODOSHI CORP,JP3707000000,35269,3751,4535,16033,554,1781.013,10.5346,2024
A,TWD,TWN,35,35202010,212235,STANDARD CHEMICAL & PHARMACE,TW0001720001,11175.545,192.781,367.647,6789.223,288.094,880.501,178.696,2024
I,GBP,GBR,45,45102010,212324,XANSA PLC,GB0003304176,214.764,0,0,0,,,,2024
A,GBP,GBR,45,45102010,212345,TRIAD GROUP PLC,GB0009035741,8.604,0.188,0.35,21.421,,1.73,16.67,2024
A,JPY,JPN,45,45103010,212360,NSW INC,JP3712500002,47149,0,0,50028,450,3662.124,14.8994,2024
A,EUR,ESP,35,35202010,212422,FAES FARMA SA,ES0134950F36,853.082,20.915,5.376,493.647,5.88,111.36,311.249,2024
I,AUD,AUS,45,45203010,212431,SCANTECH LTD,AU000000SCD5,29.725,0.115,0.091,26.01,3.641,4.788,13.027,2024
A,TWD,TWN,45,45301010,212486,SDI CORP,TW0002351004,12535.297,1213.061,1602.554,10814.709,259.171,675.097,182.14,2024
A,INR,IND,45,45103020,212570,TATA ELXSI LTD,INE670A01012,35857.176,529.782,1393.126,37290.483,1448.622,7849.368,62.284,2024
I,INR,IND,45,45202030,212588,KILBURN OFFICE AUTOMATION,INE793E01014,20.376,,,,,-1.939,,2024
A,INR,IND,45,45203010,212686,HONEYWELL AUTOMATION INDIA,INE671A01010,56046,165,844,41896,,5236,8.842,2024
A,CNY,CHN,45,45201020,212689,NANJING PANDA ELECTRONICS CO,CNE000000NB7,5320.808,46.475,4.628,2612.55,262.178,-188.855,671.839,2024
A,JPY,JPN,45,45203010,212698,PULSTEC INDUSTRIAL CO LTD,JP3782000008,5029,3,0,2486,34,355.94,1.3685,2024
I,LKR,LKA,35,35202010,212707,MORISON LIMITED,LK0091N00005,10937.781,1518.688,987.834,8058.45,,282.807,1.742,2024
A,PHP,PHL,45,45203030,212713,SOLID GROUP INC,PHY8070V1027,15500.926,3.405,875.503,2861.026,,551.359,1821.542,2024
A,TWD,TWN,45,45202030,212748,LITEON TECHNOLOGY CORP,TW0002301009,204682.769,30655.436,3707.264,137133.894,7476.433,11941.951,2300.246,2024
A,JPY,JPN,45,45203030,212760,TAKEBISHI CORP,JP3463100002,63692,1395,100,100965,,2659.028,16.0052,2024
A,JPY,JPN,45,45301010,212761,TOWA CORP,JP3555700008,83228,8286,1777,53479,1393,8121.319,75.0065,2024
A,JPY,JPN,45,45203010,212798,TECHNO HORIZON CO LTD,JP3545220000,37397,12313,4279,50624,1128,-616.168,13.4772,2024
A,EUR,GRC,35,35202010,212820,LAVIPHARM SA,GRS246003008,125.484,11.579,22.345,52.946,0.631,8.667,168.691,2024
A,RON,ROU,35,35202010,212834,ANTIBIOTICE SA,ROATBIACNOR9,1279.257,57.577,85.715,686.126,,102.203,671.338,2024
A,THB,THA,45,45203030,212865,METRO SYSTEMS CORP,TH0569010Z04,4609.401,510.796,328.792,8931.869,,255.876,360,2024
A,JPY,JPN,45,45203010,212881,TAKAMISAWA CYBERNETICS CO,JP3458300005,16922,2614,2113,15391,407,1001.119,4.3986,2024
A,JPY,JPN,45,45301010,212887,FERROTEC CORPORATION,JP3802720007,600593,60024,108251,274390,12282,15692.75,46.8209,2024
A,JPY,JPN,45,45203010,212983,NEW COSMOS ELECTRIC CO LTD,JP3376400002,67288,919,3970,42153,2792,3376.7,12.3609,2024
A,JPY,JPN,45,45203010,212989,SIGMA KOKI CO LTD,JP3349000004,20340,153,50,11580,335,986.052,7.0822,2024
A,JPY,JPN,45,45102010,212993,SYSTEMSOFT CORP (JAPAN),JP3351000009,5260,150,80,2310,,-1531.525,84.8021,2024
A,EUR,GBR,45,45203010,319488,WINDAR PHOTONICS PLC,GB00BTFR4F17,15.639,0.626,0.805,4.561,1.264,-0.906,96.038,2024
A,SEK,SWE,35,35201010,213044,MEDIVIR AB,SE0020181014,172.591,2.461,8.608,3.484,,,,2024
A,SEK,SWE,45,45203010,213048,PRICER AB,SE0000233934,2381.4,261.8,335.8,2558,72.2,131.9,163.151,2024
A,EUR,FRA,45,45203015,213065,COFIDUR SA,FR0013257409,73.217,2.114,10.103,79.501,,1.597,0.038,2024
I,GBP,GBR,45,45203030,213079,APC TECHNOLOGY GROUP PLC,GB0000373984,20.706,3.874,5.5,20.851,,-2.202,182.627,2024
A,GBP,GBR,35,35203010,213092,IXICO PLC,GB00BFXR4C20,11.188,0.164,0.15,5.766,1.5,-2.001,48.351,2024
A,HUF,HUN,35,35202010,213171,NUTEX INVESTMENTS PLC,HU0000207634,4998.36,0,0,0.45,,423.412,148.111,2024
A,TWD,TWN,45,45202030,213198,QISDAJ CORP,TW0002352002,206404.525,38418.989,40959.973,201666.199,6650.662,2163.953,1927.447,2024
A,TWD,TWN,45,45202030,213199,ACER INC,TW0002353000,219475.529,6808.281,17822.34,264682.407,2266.204,5539.329,3006.208,2024
A,TWD,TWN,45,45202030,213207,INVENTEC CO LTD,TW0002356003,335944.315,65939.678,10484.823,646261.954,12601.683,7267.407,3587.475,2024
A,TWD,TWN,45,45202030,213210,RITEK CORP,TW0002349008,17043.408,2124.047,3159.897,7264.439,228.895,46.748,693.68,2024
A,TWD,TWN,45,45203020,213212,FOXCONN TECHNOLOGY CO LTD,TW0002354008,166867.974,9141.116,314.635,75823.742,1308.916,3584.397,1414.485,2024
A,TWD,TWN,45,45203015,213219,CHIN-POON INDUSTRIAL CO LTD,TW0002355005,23592.01,830.563,435.146,16355.21,338.57,1132.419,397.495,2024
A,PHP,PHL,45,45301020,213308,GREENERGY HOLDINGS INCORP,PHY2886E1157,1978.312,305.927,7.646,4.763,,-56.111,4150.779,2024
A,SEK,SWE,35,35201010,213323,ACTIVE BIOTECH AB,SE0001137985,43.184,1.651,1.533,0,26.674,-39.398,1065.526,2024
A,CNY,CHN,35,35202010,213376,NORTH CHINA PHARMACEUTICAL,CNE000000D16,21471.458,7727.492,3722.452,9797.814,337.275,126.992,1715.73,2024
A,TWD,TWN,45,45301020,213412,ASE TECHNOLOGY HLDNG CO,TW0003711008,740697.807,54858.129,146553.914,595409.585,28830.313,32482.479,4342.31,2024
A,CHF,CHE,45,45203010,213413,ELMA ELECTRONIC AG,CH0005319162,123.863,4.798,18.5,177.769,3.265,8.499,0.228,2024
A,CNY,CHN,35,35202010,213414,SHANDONG XINHUA PHARMACEUTIC,CNE100000411,9019.602,893.823,772.646,8323.869,413.183,470.024,195,2024
A,JPY,JPN,45,45203030,213417,MARUBUN CORP,JP3877500003,144765,46449,4083,210837,,4272.745,26.1692,2024
A,JPY,JPN,45,45203015,213419,TOYO ELECTRIC CORP,JP3616900001,10814,1345,859,9348,157,281.837,4.2056,2024
A,CNY,CHN,45,45201020,213508,EASTERN COMMUNICATIONS CO LT,CNE000000ND3,4461.368,9.721,99.513,2891.429,203.704,150.946,956,2024
A,JPY,JPN,45,45103010,213548,JUSTSYSTEMS CORP,JP3388450003,121040,0,0,44551,487,12327.129,64.2238,2024
A,JPY,JPN,45,45102010,213579,RYOYU SYSTEMS CO LTD,JP3976500003,30203,8,6,42763,130,3383.746,6.3735,2024
A,JPY,JPN,45,45102010,213584,TDC SOFT INC,JP3539000004,28286,531,0,44417,26,3434.025,47.1386,2024
A,JPY,JPN,45,45203030,213820,SAKAE ELECTRONICS CORP,JP3314300009,6692,500,0,6428,,37.278,5.0787,2024
A,TWD,TWN,45,45203010,214059,CHROMA ATE INC,TW0002360005,37307.582,1571.811,2302.688,21603.837,2198.622,5264.251,423.667,2024
A,SEK,SWE,45,45102010,215390,ENEA AB,SE0009697220,2544.876,68.064,235.405,904.269,271.442,143.055,20.037,2024
A,SEK,SWE,45,45202030,215399,JLT MOBILE COMPUTERS AB,SE0000725624,87.46,0,0,118.392,2.54,-7.683,28.712,2024
A,GBP,GBR,45,45202030,215707,XAAR PLC,GB0001570810,80.686,1.775,4.71,61.408,6.673,-10.692,79.166,2024
A,EUR,DEU,45,45301010,216019,AIXTRON SE,DE000A0WMPJ6,1018.387,1.919,3.512,633.159,91.365,106.283,112.672,2024
I,EUR,DEU,45,45103010,216027,BETA SYSTEMS SOFTWARE AG,DE000A2BPP88,75.906,1.72,2.353,76.815,17.723,-1.177,4.6,2024
A,EUR,FRA,45,45202030,216037,TRANSITION EVERGREEN,FR0000035784,48.818,46.365,0,-123.781,,-137.41,40.009,2024
A,EUR,DEU,45,45103010,216076,MENSCH & MASCHINE SOFTWARE,DE0006580806,211.892,8.175,10.957,325.844,0.661,30.487,16.899,2024
A,PLN,POL,35,35103010,324380,MEDAPP SA,PLYLWHT00012,40.449,1.948,0.13,7.2,,2.036,250.132,2024
A,SEK,SWE,35,35103010,216621,ORTIVUS AB,SE0000123085,63.907,2.385,35.645,80.413,10.805,-24.903,42.645,2024
A,EUR,ESP,45,45102010,216861,INDRA SISTEMAS SA,ES0118594417,4955.684,213.18,448.681,4912.815,383.582,277.541,175.904,2024
A,GBP,GBR,45,45102010,217799,COMPUTACENTER PLC,GB00BV9FP302,3366,40.4,96.5,6964.8,,170.8,104.878,2024
A,HKD,BMU,45,45203030,217877,SAS DRAGON HLDGS LTD,BMG7814X1011,10247.276,2385.965,0,27756.985,,501.237,625.837,2024
A,EUR,DEU,45,45203010,218000,JENOPTIK AG,DE000A2NB601,1740.009,17.217,463.899,1115.787,99.441,91,57.238,2024
A,EUR,SVN,35,35202010,218463,KRKA DD NOVA MESTO,SI0031102120,2849.021,3.649,9.502,1906.037,184.855,356.986,30.686,2024
A,JPY,JPN,45,45203010,218464,KYORITSU ELECTRIC CORP,JP3253850006,30944,1400,0,34361,204,1768.308,4.0241,2024
A,INR,IND,45,45102010,219801,HEXAWARE TECHNOLOGIES LTD,INE093A01041,89945,1039,4703,119744,,,,2024
A,INR,IND,35,35202010,219821,MOREPEN LABORATORIES LTD,INE083A01026,17780.993,658.53,392.422,18115.758,36.937,1180.204,547.954,2024
A,JPY,JPN,45,45203010,220120,OSAKI ELECTRIC CO LTD,JP3187600006,100513,6926,1342,97102,3575,3504.223,45.3915,2024
I,JPY,JPN,45,45102010,220127,SCSK CORP,JP3400400002,885029,132610,182797,596065,2395,45034.32,312.5208,2024
A,JPY,JPN,45,45203030,220130,TOYO CORP,JP3616600007,39134,2000,0,35042,279,2523.059,21.5319,2024
A,ILS,ISR,45,45203010,220170,TEDEA TECHNOLOGICAL DEV LTD,IL0001420186,20.042,5.672,0.745,0.605,,-16.215,5.529,2024
A,THB,THA,45,45203015,220187,KCE ELECTRONICS PCL,TH0122C10Z04,18415.681,1077.984,85.48,14832.847,,1648.459,1182.089,2024
A,ILS,ISR,45,45102010,220195,MALAM-TEAM HOLDINGS LTD,IL0007310183,2504.007,372.334,566.042,3781.339,12.75,59.038,6.401,2024
A,EUR,DEU,35,35202010,220301,MERCK KGAA,DE0006599905,51567,3273,6997,21156,2279,2777,129.242,2024
A,EUR,DEU,45,45203015,220323,SCHWEIZER ELECTRONIC AG,DE0005156236,102.435,4.083,21.398,144.547,3,-9.047,3.771,2024
I,EUR,DEU,45,45203010,220324,SEDLBAUER AG,DE0007224602,16.749,2.246,5.913,10.28,,-1.856,0.18,2024
I,EUR,DEU,45,45203015,220341,VOGT ELECTRONIC AG,DE0007659336,106.737,,50.391,3.065,,,,2024
A,CHF,CHE,35,35203010,220392,TECAN GROUP AG,CH0012100191,2121.483,261.393,59.952,934.278,80.95,67.664,12.726,2024
A,HKD,HKG,45,45203010,220407,CHINA AEROSPACE INTL HLDGS,HK0031044180,14281.314,201.012,1417.95,3841.472,189.661,-53.307,3085.022,2024
A,INR,IND,35,35202010,220417,AMBALAL SARABHAI ENTERPRISE,INE432A01017,2700.445,418.724,90.146,1961.853,0.165,49.311,76.633,2024
A,JPY,JPN,45,45203030,220622,DAIWABO HOLDINGS CO LTD,JP3505400006,440122,8904,11799,1136817,151,24751.115,89.8215,2024
A,CNY,CHN,35,35202010,220717,SHANGHAI KAIKAI INDL CO LTD,CNE000001766,1484.86,19.895,5.375,1068.226,,34.999,163,2024
A,CNY,CHN,45,45301020,220743,SHANGHAI AIKO SOLAR ENERGY,CNE000000LN6,34523.006,6979.707,7039.568,10986.752,693.816,-5319.432,1804.613,2024
A,CNY,CHN,45,45203030,220803,HNA TECHNOLOGY CO LTD,CNE000000MG8,8641.693,349.585,13.99,1109.541,,124.465,2573.189,2024
A,EUR,FRA,45,45103010,220977,LECTRA,FR0000065484,915.685,25.645,108.996,526.674,61.955,31.164,37.931,2024
A,JPY,JPN,45,45201020,221011,AIPHONE CO LTD,JP3105050003,77037,170,243,63316,4750,3619.804,16.3661,2024
A,USD,CHE,45,45203010,221138,KUDELSKI SA,CH0012268360,571.05,10.478,63.765,383.728,106.364,-150.319,,2024
A,JPY,JPN,45,45202030,221200,BUFFALO INC,JP3921080002,76786,0,0,143170,2829,6006.664,15.2055,2024
A,JPY,JPN,45,45203010,221215,MINATO HOLDINGS INC,JP3905800003,17553,7471,1599,24540,8,373.787,7.4095,2024
I,GBP,GBR,45,45203030,221270,HOLDERS TECHNOLOGY PLC,GB0004312350,4.283,0.036,0.181,7.693,,0.068,2.079,2024
A,JPY,JPN,45,45203030,221290,INNOTECH CORP,JP3147800001,47008,8766,850,41977,2313,1200.194,13.1671,2024
A,JPY,JPN,45,45102010,221303,JBCC HOLDINGS INC,JP3746800006,44466,23,2665,69868,368,4604.046,62.142,2024
A,JPY,JPN,45,45301020,221312,MEGACHIPS CORP,JP3920860008,149940,0,0,42326,1715,5371.907,17.0703,2024
A,CNY,BMU,45,45102010,221372,MAXNERVA TECH SERVICES LTD,BMG5993Y1066,654.19,4.146,4.99,558.939,3.491,-12.443,701.543,2024
A,JPY,JPN,45,45103010,221453,CREO CO LTD,JP3271000006,9992,0,0,14521,18,696.518,7.7377,2024
I,SEK,SWE,45,45202030,221471,DORO AB,SE0000215493,946.1,6.4,7.2,882.3,91.1,86.1,24.382,2024
A,INR,IND,45,45202030,221511,TVS ELECTRONICS,INE236G01019,2607,265.2,160.7,4304.9,,-37.9,18.65,2024
A,JPY,JPN,35,35202010,221744,SEIKAGAKU CORP,JP3414000004,83872,333,47,39374,7643,1214.227,54.5776,2024
A,TWD,TWN,45,45202030,221774,TWINHEAD INTERNATIONAL CORP,TW0002364007,1482.785,485.211,48.242,1249.517,110.962,164.722,40.299,2024
A,JPY,JPN,45,45102010,221817,NIPPON SYSTEM DEVELOPMENT CO,JP3712600000,90485,705,1152,107791,501,11795.051,76.4643,2024
A,JPY,JPN,45,45203030,221822,NIPPO LTD,JP3686100003,32475,1810,990,44890,93,1396.832,9.0233,2024
A,JPY,JPN,45,45301010,221981,JAPAN ELECTRONIC MATERIALS,JP3735300000,39859,1331,4549,23829,1538,3454.684,12.6315,2024
A,EUR,FRA,45,45203020,222107,LACROIX GROUP SA,FR0000066607,537.725,68.328,101.177,635.521,0.28,-18.072,4.682,2024
A,BDT,BGD,35,35202010,222109,BEXIMCO PHARMACEUTICALS PLC,BD0453BXPH04,69344.023,4267.459,1757.971,44391.604,359.588,5829.529,446.112,2024
A,IDR,IDN,35,35202010,222185,PT ORGANON PHARMA INDONESIA,ID1000088800,1635971.37,2876.844,255.463,2895902.369,,186615.628,3.6,2024
A,MYR,MYS,45,45301020,222195,KESM INDUSTRIES BHD,MYL9334OO003,469,39.059,34.201,250.274,,0.188,43.015,2024
A,PLN,POL,45,45103020,222317,ASSECO POLAND SA,PLSOFTB00016,20325,1438.1,2474.7,17132,,519.9,68.191,2024
A,EUR,FIN,45,45103020,222604,BITTIUM CORP,FI0009007264,165.14,2.91,18.025,85.325,13.514,7.267,35.486,2024
A,USD,AUS,35,35201010,223003,CSL LTD,AU000000CSL8,38022,944,11239,14690,1430,2642,483.253,2024
A,INR,IND,35,35202010,223098,DR REDDY'S LABORATORIES LTD,INE089A01031,492989,38902,7864,325535,27380,56544,832.003,2024
A,EGP,EGY,35,35202010,224598,KAHIRA PHARMAC & CHEM INDS,EGS38391C016,1515.094,36.667,200.865,1360.852,,246.11,14.934,2024
A,INR,IND,35,35202010,223152,CIPLA LTD,INE059A01026,373870.4,1869.6,2524.7,271454,14848.3,52725.2,807.617,2024
A,IDR,IDN,35,35202010,223580,DARYA-VARIA LABORATORIA TBK,ID1000117203,2161538.138,448.055,595.71,2087601.399,,156147.303,1120,2024
A,IDR,IDN,35,35202010,223600,TEMPO SCAN PACIFIC PT,ID1000104508,12489189.26,799832.553,59019.318,13654570.83,4644.798,1447724.541,4509.864,2024
A,JPY,JPN,45,45103020,223732,TREND MICRO INC,JP3637300009,400316,0,0,272638,5842,34358.802,131.2968,2024
A,SEK,SWE,35,35103010,224213,RAYSEARCH LABORATORIES AB,SE0000135485,2091.184,77.079,394.855,1192.029,269.384,203.513,26.628,2024
A,EGP,EGY,35,35202010,224581,THE ARAB DRUG CO,EGS38321C013,1133.592,190.069,327.025,784.647,,88.346,6,2024
A,EGP,EGY,35,35202010,224656,MEMPHIS PHARMACEU & CHEMICAL,EGS38351C010,1217.039,69.275,109.541,871.906,,191.458,5.625,2024
A,EUR,DEU,45,45201020,224798,CEOTRONICS AG,DE0005407407,42.605,4.514,2.521,55.795,4.995,4.739,7.98,2024
A,EUR,DEU,45,45103010,224800,B&S BANKSYSTEME AKTIENGES,DE0001262152,26.217,1.016,5.001,12.714,,1.235,6.21,2024
A,TWD,TWN,45,45202030,224810,MICRO-STAR INTERNATIONAL CO,TW0002377009,96620.482,388.074,512.183,197871.915,5139.124,6792.772,844.856,2024
A,EGP,EGY,35,35202010,224878,ALEXANDRIA PHARMACEUTICALS,EGS38341C011,1241.026,0.813,0,1768.091,,216.682,5,2024
A,USD,ISR,45,45203015,224899,PRIORTECH LTD,IL0003280133,323.87,40.952,23.985,0.787,,33.551,11.682,2024
A,JPY,JPN,45,45102010,225097,ID HOLDINGS CORP,JP3153600006,22490,1950,0,36274,201,2389.981,16.7921,2024
A,JPY,JPN,45,45102010,225077,ARGO GRAPHICS INC,JP3126110000,86490,0,0,69541,370,7447.387,21.3066,2024
A,CHF,CHE,35,35203010,225079,BACHEM HOLDING LTD,CH1176493729,1922.971,0.162,0.128,605.259,11.378,120.248,74.972,2024
A,EUR,DEU,45,45103010,225088,INTERSHOP COMMUNICATIONS AG,DE000A254211,37.435,4.026,7.511,38.76,7.778,-0.353,14.582,2024
A,EUR,NLD,45,45102010,225241,CTAC NV,NL0000345577,71.96,2.552,6.227,124.331,,3.91,14.149,2024
A,EUR,BEL,45,45201020,225247,EVS BROADCAST EQUIPMENT SA,BE0003820371,292.03,3.797,9.072,197.994,42.033,42.882,13.487,2024
A,EUR,DEU,45,45203010,225258,LPKF LASER & ELECTRONICS SE,DE0006450000,131.591,7.125,0.905,128.599,17.421,-4.509,,2024
A,EUR,NLD,45,45102010,225259,LAVIDE HOLDING NV,NL0010545679,0.413,0.44,0,0,,-0.326,5.725,2024
I,GBP,GBR,35,35202010,225338,GOLDSHIELD GROUP PLC,GB0002893823,1369.792,0,0,282.881,,,,2024
A,JPY,JPN,45,45203010,225418,NAGANO KEIKI CO LTD,JP3648350001,74406,9427,5192,69544,1428,6054.505,19.1031,2024
A,JPY,JPN,45,45102010,225456,OBIC CO LTD,JP3173400007,500375,0,0,121240,2382,64619.471,439.8939,2024
A,JPY,JPN,35,35202010,225496,ZERIA PHARMACEUTICAL CO LTD,JP3428850006,159171,34298,6865,87311,4106,9936.423,44.0795,2024
A,EUR,LUX,35,35203010,225816,EUROFINS SCIENTIFIC,FR0014000MR3,10888.4,478.8,3131.5,6951,,356.3,186.782,2024
A,JPY,JPN,45,45301010,226051,RORZE CORP,JP3982200002,187738,14953,16660,124406,1242,23634.722,176.3651,2024
A,EUR,FRA,45,45102010,226256,ALTEN SA,FR0000071946,3642.681,161.109,209.522,4143.287,,186.419,34.795,2024
I,GBP,GBR,45,45103010,235741,EUROVESTECH PLC,GB0002292810,35.875,0.025,0.63,6.625,,,,2024
A,EUR,DEU,45,45102010,226796,ALL FOR ONE GROUP SE,DE0005110001,343.115,14.382,103.93,511.406,,18.162,4.882,2024
A,EUR,DEU,45,45103010,226805,CENIT AG,DE0005407100,158.317,5.336,45.578,207.333,11.236,-0.071,8.368,2024
A,EUR,GRC,45,45203030,226813,IDEAL HOLDINGS SA,GRS148003015,791.226,17.261,375.242,374.244,1.747,7.895,47.513,2024
A,EUR,GRC,45,45203030,226816,INFO-QUEST SA,GRS310003009,927.461,94.143,77.61,1325.352,,49.112,105.844,2024
A,EUR,DEU,45,45102010,226824,PLENUM AG,DE000A161Z44,13.924,0,0.729,29.424,,1.002,1.697,2024
A,EUR,DEU,45,45103010,226825,PSI SOFTWARE SE,DE000A0Z1JH9,273.862,29.5,24.829,260.838,47.659,-21.656,15.488,2024
A,EUR,ESP,35,35201010,226841,PHARMA MAR SA,ES0169501022,349.644,9.847,41.228,174.855,103.502,26.125,17.575,2024
A,JPY,JPN,45,45203010,226996,ALMEDIO INC,JP3126520000,9689,516,29,5800,129,476.372,20.0356,2024
A,MYR,MYS,45,45301020,227228,GLOBETRONICS TECHNOLOGY BHD,MYL7022OO006,334.901,0,0,110.598,,10.808,675.385,2024
A,HKD,CYM,45,45203030,227277,AV CONCEPT HOLDINGS LTD,KYG0672U1114,1899.588,32.013,0,1189.997,,53.714,908.663,2024
A,HKD,BMU,45,45203030,227281,WAI CHUN GROUP HOLDINGS LTD,BMG9427H1354,54.86,59.351,144.629,266.338,,-10.326,267.39,2024
A,JPY,JPN,35,35202010,227760,KYORIN PHARMACEUTICAL CO LTD,JP3247090008,193618,7735,20704,130087,10514,9086.684,57.4489,2024
A,INR,IND,45,45102010,227862,TRIGYN TECHNOLOGIES LTD,INE948A01012,9034.222,97.209,30.388,8980.518,,117.694,30.786,2024
A,EUR,BEL,35,35103010,228416,AGFA-GEVAERT NV,BE0003755692,1377,15,141,1138,70,-91,154.821,2024
A,TWD,TWN,45,45202030,228418,QUANTA COMPUTER INC,TW0002382009,932446.465,181037.185,54249.946,1410755.659,28863.029,59701.797,3854.518,2024
